time_s,lat,lon,alt_m,pressure_hpa,temp_c,humidity_pct,thermal_c,checksum,status,packet
1700.0,35.730482,10.446781,9925.0,312.4,-49.5,2.0,28.4,4629,A,"TUN,35.7305,10.4468,9925,312.4,-49.5,2.0,28.4,4629,A"
1710.0,35.730897,10.449948,9983.0,310.2,-49.9,2.0,27.9,4692,A,"TUN,35.7309,10.4499,9983,310.2,-49.9,2.0,27.9,4692,A"
1720.0,35.731334,10.453529,10041.0,308.1,-50.3,2.0,27.8,4765,A,"TUN,35.7313,10.4535,10041,308.1,-50.3,2.0,27.8,4765,A"
1730.0,35.732187,10.457268,10099.0,306.0,-50.6,2.0,27.8,4844,A,"TUN,35.7322,10.4573,10099,306.0,-50.6,2.0,27.8,4844,A"
1740.0,35.732552,10.460712,10157.0,303.9,-51.0,2.0,28.4,4922,A,"TUN,35.7326,10.4607,10157,303.9,-51.0,2.0,28.4,4922,A"
1750.0,35.732761,10.463983,10215.0,301.8,-51.4,2.0,28.2,4987,A,"TUN,35.7328,10.4640,10215,301.8,-51.4,2.0,28.2,4987,A"
1760.0,35.733073,10.467577,10273.0,299.7,-51.8,2.0,27.9,5056,A,"TUN,35.7331,10.4676,10273,299.7,-51.8,2.0,27.9,5056,A"
1770.0,35.733359,10.470991,10331.0,297.7,-52.2,2.0,27.9,5127,A,"TUN,35.7334,10.4710,10331,297.7,-52.2,2.0,27.9,5127,A"
1780.0,35.733744,10.474667,10389.0,295.6,-52.5,2.0,27.5,5198,A,"TUN,35.7337,10.4747,10389,295.6,-52.5,2.0,27.5,5198,A"
1790.0,35.734093,10.478186,10447.0,293.6,-52.9,2.0,28.1,5276,A,"TUN,35.7341,10.4782,10447,293.6,-52.9,2.0,28.1,5276,A"
1800.0,35.734466,10.481492,10505.0,291.6,-53.3,2.0,27.5,5341,A,"TUN,35.7345,10.4815,10505,291.6,-53.3,2.0,27.5,5341,A"
1810.0,35.73476,10.48492,10563.0,289.6,-53.7,2.0,28.2,5420,A,"TUN,35.7348,10.4849,10563,289.6,-53.7,2.0,28.2,5420,A"
1820.0,35.735276,10.488495,10621.0,287.6,-54.0,2.0,28.0,5493,A,"TUN,35.7353,10.4885,10621,287.6,-54.0,2.0,28.0,5493,A"
1830.0,35.73538,10.491915,10679.0,285.6,-54.4,2.0,28.7,5570,A,"TUN,35.7354,10.4919,10679,285.6,-54.4,2.0,28.7,5570,A"
1840.0,35.735789,10.495178,10737.0,283.7,-54.8,2.0,27.7,5631,A,"TUN,35.7358,10.4952,10737,283.7,-54.8,2.0,27.7,5631,A"
1850.0,35.73596,10.498619,10795.0,281.7,-55.2,2.0,28.0,5705,A,"TUN,35.7360,10.4986,10795,281.7,-55.2,2.0,28.0,5705,A"
1860.0,35.736044,10.502019,10853.0,279.8,-55.5,2.0,28.5,5781,A,"TUN,35.7360,10.5020,10853,279.8,-55.5,2.0,28.5,5781,A"
1870.0,35.73619,10.505543,10911.0,277.9,-55.9,2.0,28.4,5851,A,"TUN,35.7362,10.5055,10911,277.9,-55.9,2.0,28.4,5851,A"
1880.0,35.7361,10.509003,10969.0,276.0,-56.3,2.0,27.8,5915,A,"TUN,35.7361,10.5090,10969,276.0,-56.3,2.0,27.8,5915,A"
1890.0,35.736609,10.512263,11027.0,274.1,-56.5,2.0,28.1,5992,A,"TUN,35.7366,10.5123,11027,274.1,-56.5,2.0,28.1,5992,A"
1900.0,35.736912,10.51585,11085.0,272.2,-56.5,2.0,28.0,6069,A,"TUN,35.7369,10.5159,11085,272.2,-56.5,2.0,28.0,6069,A"
1910.0,35.736929,10.519191,11143.0,270.4,-56.5,2.0,28.1,6143,A,"TUN,35.7369,10.5192,11143,270.4,-56.5,2.0,28.1,6143,A"
1920.0,35.737262,10.522207,11201.0,268.5,-56.5,2.0,27.8,6213,A,"TUN,35.7373,10.5222,11201,268.5,-56.5,2.0,27.8,6213,A"
1930.0,35.737523,10.52522,11259.0,266.7,-56.5,2.0,28.0,6288,A,"TUN,35.7375,10.5252,11259,266.7,-56.5,2.0,28.0,6288,A"
1940.0,35.73761,10.52857,11317.0,264.8,-56.5,2.0,27.5,6356,A,"TUN,35.7376,10.5286,11317,264.8,-56.5,2.0,27.5,6356,A"
1950.0,35.737955,10.531851,11375.0,263.0,-56.5,2.0,28.0,6437,A,"TUN,35.7380,10.5319,11375,263.0,-56.5,2.0,28.0,6437,A"
1960.0,35.738063,10.534722,11433.0,261.2,-56.5,2.0,28.1,6508,A,"TUN,35.7381,10.5347,11433,261.2,-56.5,2.0,28.1,6508,A"
1970.0,35.738116,10.537879,11491.0,259.4,-56.5,2.0,27.9,6578,A,"TUN,35.7381,10.5379,11491,259.4,-56.5,2.0,27.9,6578,A"
1980.0,35.738202,10.541209,11549.0,257.6,-56.5,2.0,27.5,6649,A,"TUN,35.7382,10.5412,11549,257.6,-56.5,2.0,27.5,6649,A"
1990.0,35.738263,10.544533,11607.0,255.9,-56.5,2.0,28.3,6731,A,"TUN,35.7383,10.5445,11607,255.9,-56.5,2.0,28.3,6731,A"
2000.0,35.738438,10.5478,11665.0,254.1,-56.5,2.0,28.1,6804,A,"TUN,35.7384,10.5478,11665,254.1,-56.5,2.0,28.1,6804,A"
2010.0,35.738474,10.550945,11723.0,252.4,-56.5,2.0,27.8,6873,A,"TUN,35.7385,10.5509,11723,252.4,-56.5,2.0,27.8,6873,A"
2020.0,35.73858,10.554231,11781.0,250.7,-56.5,2.0,27.9,6949,A,"TUN,35.7386,10.5542,11781,250.7,-56.5,2.0,27.9,6949,A"
2030.0,35.738653,10.557455,11839.0,248.9,-56.5,2.0,27.5,7018,A,"TUN,35.7387,10.5575,11839,248.9,-56.5,2.0,27.5,7018,A"
2040.0,35.738566,10.560564,11897.0,247.2,-56.5,2.0,27.7,7091,A,"TUN,35.7386,10.5606,11897,247.2,-56.5,2.0,27.7,7091,A"
2050.0,35.738729,10.56336,11955.0,245.5,-56.5,2.0,27.8,7163,A,"TUN,35.7387,10.5634,11955,245.5,-56.5,2.0,27.8,7163,A"
2060.0,35.73901,10.566207,12013.0,243.9,-56.5,2.0,28.4,7243,A,"TUN,35.7390,10.5662,12013,243.9,-56.5,2.0,28.4,7243,A"
2070.0,35.738901,10.569175,12071.0,242.2,-56.5,2.0,27.8,7306,A,"TUN,35.7389,10.5692,12071,242.2,-56.5,2.0,27.8,7306,A"
2080.0,35.738848,10.572183,12129.0,240.5,-56.5,2.0,28.2,7380,A,"TUN,35.7388,10.5722,12129,240.5,-56.5,2.0,28.2,7380,A"
2090.0,35.738626,10.575366,12187.0,238.9,-56.5,2.0,27.8,7448,A,"TUN,35.7386,10.5754,12187,238.9,-56.5,2.0,27.8,7448,A"
2100.0,35.738402,10.57835,12245.0,237.2,-56.5,2.0,28.1,7520,A,"TUN,35.7384,10.5784,12245,237.2,-56.5,2.0,28.1,7520,A"
2110.0,35.738444,10.581348,12303.0,235.6,-56.5,2.0,28.0,7591,A,"TUN,35.7384,10.5813,12303,235.6,-56.5,2.0,28.0,7591,A"
2120.0,35.738551,10.584219,12361.0,234.0,-56.5,2.0,28.3,7666,A,"TUN,35.7386,10.5842,12361,234.0,-56.5,2.0,28.3,7666,A"
2130.0,35.738511,10.587028,12419.0,232.4,-56.5,2.0,27.8,7731,A,"TUN,35.7385,10.5870,12419,232.4,-56.5,2.0,27.8,7731,A"
2140.0,35.738187,10.590036,12477.0,230.8,-56.5,2.0,27.5,7796,A,"TUN,35.7382,10.5900,12477,230.8,-56.5,2.0,27.5,7796,A"
2150.0,35.73804,10.592725,12535.0,229.2,-56.5,2.0,27.6,7865,A,"TUN,35.7380,10.5927,12535,229.2,-56.5,2.0,27.6,7865,A"
2160.0,35.737871,10.59544,12593.0,227.6,-56.5,2.0,27.8,7934,A,"TUN,35.7379,10.5954,12593,227.6,-56.5,2.0,27.8,7934,A"
2170.0,35.737961,10.598269,12651.0,226.1,-56.5,2.0,27.6,8004,A,"TUN,35.7380,10.5983,12651,226.1,-56.5,2.0,27.6,8004,A"
2180.0,35.737888,10.601226,12709.0,224.5,-56.5,2.0,28.1,8080,A,"TUN,35.7379,10.6012,12709,224.5,-56.5,2.0,28.1,8080,A"
2190.0,35.737864,10.603956,12767.0,223.0,-56.5,2.0,27.9,8148,A,"TUN,35.7379,10.6040,12767,223.0,-56.5,2.0,27.9,8148,A"
2200.0,35.737658,10.606635,12825.0,221.5,-56.5,2.0,28.7,8224,A,"TUN,35.7377,10.6066,12825,221.5,-56.5,2.0,28.7,8224,A"
2210.0,35.737449,10.609357,12883.0,220.0,-56.5,2.0,27.5,8280,A,"TUN,35.7374,10.6094,12883,220.0,-56.5,2.0,27.5,8280,A"
2220.0,35.737108,10.612112,12941.0,218.4,-56.5,2.0,28.1,8353,A,"TUN,35.7371,10.6121,12941,218.4,-56.5,2.0,28.1,8353,A"
2230.0,35.737087,10.61478,12999.0,216.9,-56.5,2.0,27.7,8417,A,"TUN,35.7371,10.6148,12999,216.9,-56.5,2.0,27.7,8417,A"
2240.0,35.736915,10.617608,13057.0,215.5,-56.5,2.0,27.9,8491,A,"TUN,35.7369,10.6176,13057,215.5,-56.5,2.0,27.9,8491,A"
2250.0,35.736647,10.620407,13115.0,214.0,-56.5,2.0,28.0,8560,A,"TUN,35.7366,10.6204,13115,214.0,-56.5,2.0,28.0,8560,A"
2260.0,35.73639,10.623018,13173.0,212.5,-56.5,2.0,27.3,8619,A,"TUN,35.7364,10.6230,13173,212.5,-56.5,2.0,27.3,8619,A"
2270.0,35.735888,10.625832,13231.0,211.1,-56.5,2.0,28.1,8694,A,"TUN,35.7359,10.6258,13231,211.1,-56.5,2.0,28.1,8694,A"
2280.0,35.735633,10.628424,13289.0,209.6,-56.5,2.0,28.6,8766,A,"TUN,35.7356,10.6284,13289,209.6,-56.5,2.0,28.6,8766,A"
2290.0,35.735471,10.631136,13347.0,208.2,-56.5,2.0,27.9,8828,A,"TUN,35.7355,10.6311,13347,208.2,-56.5,2.0,27.9,8828,A"
2300.0,35.735216,10.633716,13405.0,206.8,-56.5,2.0,28.1,8898,A,"TUN,35.7352,10.6337,13405,206.8,-56.5,2.0,28.1,8898,A"
2310.0,35.735041,10.636282,13463.0,205.3,-56.5,2.0,28.3,8966,A,"TUN,35.7350,10.6363,13463,205.3,-56.5,2.0,28.3,8966,A"
2320.0,35.734995,10.638594,13521.0,203.9,-56.5,2.0,28.0,9029,A,"TUN,35.7350,10.6386,13521,203.9,-56.5,2.0,28.0,9029,A"
2330.0,35.734778,10.64093,13579.0,202.5,-56.5,2.0,27.8,9093,A,"TUN,35.7348,10.6409,13579,202.5,-56.5,2.0,27.8,9093,A"
2340.0,35.734301,10.643289,13637.0,201.1,-56.5,2.0,27.3,9151,A,"TUN,35.7343,10.6433,13637,201.1,-56.5,2.0,27.3,9151,A"
2350.0,35.734097,10.645856,13695.0,199.8,-56.5,2.0,28.2,9228,A,"TUN,35.7341,10.6459,13695,199.8,-56.5,2.0,28.2,9228,A"
2360.0,35.733835,10.6483,13753.0,198.4,-56.5,2.0,28.0,9293,A,"TUN,35.7338,10.6483,13753,198.4,-56.5,2.0,28.0,9293,A"
2370.0,35.733514,10.650632,13811.0,197.0,-56.5,2.0,27.7,9354,A,"TUN,35.7335,10.6506,13811,197.0,-56.5,2.0,27.7,9354,A"
2380.0,35.733226,10.653057,13869.0,195.7,-56.5,2.0,28.0,9423,A,"TUN,35.7332,10.6531,13869,195.7,-56.5,2.0,28.0,9423,A"
2390.0,35.733008,10.655523,13927.0,194.3,-56.5,2.0,27.8,9488,A,"TUN,35.7330,10.6555,13927,194.3,-56.5,2.0,27.8,9488,A"
2400.0,35.732432,10.657745,13985.0,193.0,-56.5,2.0,27.8,9549,A,"TUN,35.7324,10.6577,13985,193.0,-56.5,2.0,27.8,9549,A"
2410.0,35.731956,10.660006,14043.0,191.7,-56.5,2.0,28.2,9616,A,"TUN,35.7320,10.6600,14043,191.7,-56.5,2.0,28.2,9616,A"
2420.0,35.731561,10.662252,14101.0,190.4,-56.5,2.0,27.6,9673,A,"TUN,35.7316,10.6623,14101,190.4,-56.5,2.0,27.6,9673,A"
2430.0,35.731234,10.664474,14159.0,189.1,-56.5,2.0,28.3,9744,A,"TUN,35.7312,10.6645,14159,189.1,-56.5,2.0,28.3,9744,A"
2440.0,35.730859,10.666579,14217.0,187.8,-56.5,2.0,27.6,9799,A,"TUN,35.7309,10.6666,14217,187.8,-56.5,2.0,27.6,9799,A"
2450.0,35.73046,10.668647,14275.0,186.5,-56.5,2.0,27.8,9863,A,"TUN,35.7305,10.6686,14275,186.5,-56.5,2.0,27.8,9863,A"
2460.0,35.730044,10.670906,14333.0,185.2,-56.5,2.0,28.6,9935,A,"TUN,35.7300,10.6709,14333,185.2,-56.5,2.0,28.6,9935,A"
2470.0,35.729643,10.672992,14391.0,183.9,-56.5,2.0,28.3,9993,A,"TUN,35.7296,10.6730,14391,183.9,-56.5,2.0,28.3,9993,A"
2480.0,35.729197,10.675039,14449.0,182.7,-56.5,2.0,28.0,52,A,"TUN,35.7292,10.6750,14449,182.7,-56.5,2.0,28.0,52,A"
2490.0,35.728883,10.676934,14507.0,181.4,-56.5,2.0,27.7,110,A,"TUN,35.7289,10.6769,14507,181.4,-56.5,2.0,27.7,110,A"
2500.0,35.728659,10.678812,14565.0,180.2,-56.5,2.0,27.8,174,A,"TUN,35.7287,10.6788,14565,180.2,-56.5,2.0,27.8,174,A"
2510.0,35.728167,10.680955,14623.0,178.9,-56.5,2.0,28.0,237,A,"TUN,35.7282,10.6810,14623,178.9,-56.5,2.0,28.0,237,A"
2520.0,35.727917,10.682919,14681.0,177.7,-56.5,2.0,28.0,301,A,"TUN,35.7279,10.6829,14681,177.7,-56.5,2.0,28.0,301,A"
2530.0,35.727622,10.684618,14739.0,176.5,-56.5,2.0,28.0,361,A,"TUN,35.7276,10.6846,14739,176.5,-56.5,2.0,28.0,361,A"
2540.0,35.727138,10.6868,14797.0,175.3,-56.5,2.0,28.0,424,A,"TUN,35.7271,10.6868,14797,175.3,-56.5,2.0,28.0,424,A"
2550.0,35.726713,10.688667,14855.0,174.1,-56.5,2.0,27.9,483,A,"TUN,35.7267,10.6887,14855,174.1,-56.5,2.0,27.9,483,A"
2560.0,35.726364,10.690433,14913.0,172.9,-56.5,2.0,27.6,540,A,"TUN,35.7264,10.6904,14913,172.9,-56.5,2.0,27.6,540,A"
2570.0,35.725963,10.69233,14971.0,171.7,-56.5,2.0,27.8,603,A,"TUN,35.7260,10.6923,14971,171.7,-56.5,2.0,27.8,603,A"
2580.0,35.72551,10.694254,15029.0,170.5,-56.5,2.0,28.3,669,A,"TUN,35.7255,10.6943,15029,170.5,-56.5,2.0,28.3,669,A"
2590.0,35.725141,10.696169,15087.0,169.4,-56.5,2.0,27.6,724,A,"TUN,35.7251,10.6962,15087,169.4,-56.5,2.0,27.6,724,A"
2600.0,35.724578,10.69801,15145.0,168.2,-56.5,2.0,27.9,786,A,"TUN,35.7246,10.6980,15145,168.2,-56.5,2.0,27.9,786,A"
2610.0,35.724247,10.699732,15203.0,167.1,-56.5,2.0,27.8,846,A,"TUN,35.7242,10.6997,15203,167.1,-56.5,2.0,27.8,846,A"
2620.0,35.723815,10.701619,15261.0,165.9,-56.5,2.0,28.0,909,A,"TUN,35.7238,10.7016,15261,165.9,-56.5,2.0,28.0,909,A"
2630.0,35.7234,10.703492,15319.0,164.8,-56.5,2.0,27.9,969,A,"TUN,35.7234,10.7035,15319,164.8,-56.5,2.0,27.9,969,A"
2640.0,35.722936,10.705328,15377.0,163.6,-56.5,2.0,28.4,1034,A,"TUN,35.7229,10.7053,15377,163.6,-56.5,2.0,28.4,1034,A"
2650.0,35.722394,10.706992,15435.0,162.5,-56.5,2.0,28.2,1089,A,"TUN,35.7224,10.7070,15435,162.5,-56.5,2.0,28.2,1089,A"
2660.0,35.722042,10.708652,15493.0,161.4,-56.5,2.0,27.6,1144,A,"TUN,35.7220,10.7087,15493,161.4,-56.5,2.0,27.6,1144,A"
2670.0,35.721594,10.710246,15551.0,160.3,-56.5,2.0,28.2,1208,A,"TUN,35.7216,10.7102,15551,160.3,-56.5,2.0,28.2,1208,A"
2680.0,35.721159,10.71172,15609.0,159.2,-56.5,2.0,27.8,1262,A,"TUN,35.7212,10.7117,15609,159.2,-56.5,2.0,27.8,1262,A"
2690.0,35.720667,10.713238,15667.0,158.1,-56.5,2.0,27.8,1319,A,"TUN,35.7207,10.7132,15667,158.1,-56.5,2.0,27.8,1319,A"
2700.0,35.720335,10.714639,15725.0,157.0,-56.5,2.0,28.1,1380,A,"TUN,35.7203,10.7146,15725,157.0,-56.5,2.0,28.1,1380,A"
2710.0,35.719991,10.716075,15783.0,156.0,-56.5,2.0,27.9,1436,A,"TUN,35.7200,10.7161,15783,156.0,-56.5,2.0,27.9,1436,A"
2720.0,35.719567,10.717621,15841.0,154.9,-56.5,2.0,28.3,1499,A,"TUN,35.7196,10.7176,15841,154.9,-56.5,2.0,28.3,1499,A"
2730.0,35.719151,10.719106,15899.0,153.8,-56.5,2.0,27.8,1552,A,"TUN,35.7192,10.7191,15899,153.8,-56.5,2.0,27.8,1552,A"
2740.0,35.718781,10.720622,15957.0,152.8,-56.5,2.0,27.8,1611,A,"TUN,35.7188,10.7206,15957,152.8,-56.5,2.0,27.8,1611,A"
2750.0,35.71829,10.722106,16015.0,151.7,-56.5,2.0,27.8,1668,A,"TUN,35.7183,10.7221,16015,151.7,-56.5,2.0,27.8,1668,A"
2760.0,35.717801,10.723554,16073.0,150.7,-56.5,2.0,27.8,1726,A,"TUN,35.7178,10.7236,16073,150.7,-56.5,2.0,27.8,1726,A"
2770.0,35.717214,10.724927,16131.0,149.7,-56.5,2.0,28.3,1787,A,"TUN,35.7172,10.7249,16131,149.7,-56.5,2.0,28.3,1787,A"
2780.0,35.716765,10.726335,16189.0,148.6,-56.5,2.0,28.2,1842,A,"TUN,35.7168,10.7263,16189,148.6,-56.5,2.0,28.2,1842,A"
2790.0,35.716362,10.727701,16247.0,147.6,-56.5,2.0,28.5,1903,A,"TUN,35.7164,10.7277,16247,147.6,-56.5,2.0,28.5,1903,A"
2800.0,35.71595,10.729013,16305.0,146.6,-56.5,2.0,28.7,1962,A,"TUN,35.7159,10.7290,16305,146.6,-56.5,2.0,28.7,1962,A"
2810.0,35.71543,10.730353,16363.0,145.6,-56.5,2.0,27.7,2008,A,"TUN,35.7154,10.7304,16363,145.6,-56.5,2.0,27.7,2008,A"
2820.0,35.71496,10.73172,16421.0,144.6,-56.5,2.0,28.0,2068,A,"TUN,35.7150,10.7317,16421,144.6,-56.5,2.0,28.0,2068,A"
2830.0,35.71437,10.733074,16479.0,143.6,-56.5,2.0,27.6,2119,A,"TUN,35.7144,10.7331,16479,143.6,-56.5,2.0,27.6,2119,A"
2840.0,35.713877,10.734391,16537.0,142.6,-56.5,2.0,27.8,2177,A,"TUN,35.7139,10.7344,16537,142.6,-56.5,2.0,27.8,2177,A"
2850.0,35.713308,10.735708,16595.0,141.6,-56.5,2.0,27.8,2234,A,"TUN,35.7133,10.7357,16595,141.6,-56.5,2.0,27.8,2234,A"
2860.0,35.712799,10.736889,16653.0,140.7,-56.5,2.0,27.7,2287,A,"TUN,35.7128,10.7369,16653,140.7,-56.5,2.0,27.7,2287,A"
2870.0,35.712279,10.738192,16711.0,139.7,-56.5,2.0,27.7,2343,A,"TUN,35.7123,10.7382,16711,139.7,-56.5,2.0,27.7,2343,A"
2880.0,35.711782,10.739491,16769.0,138.7,-56.5,2.0,28.0,2402,A,"TUN,35.7118,10.7395,16769,138.7,-56.5,2.0,28.0,2402,A"
2890.0,35.711096,10.74074,16827.0,137.8,-56.5,2.0,27.6,2453,A,"TUN,35.7111,10.7407,16827,137.8,-56.5,2.0,27.6,2453,A"
2900.0,35.710497,10.741913,16885.0,136.9,-56.5,2.0,28.3,2515,A,"TUN,35.7105,10.7419,16885,136.9,-56.5,2.0,28.3,2515,A"
2910.0,35.710025,10.742992,16943.0,135.9,-56.5,2.0,27.7,2563,A,"TUN,35.7100,10.7430,16943,135.9,-56.5,2.0,27.7,2563,A"
2920.0,35.709483,10.744182,17001.0,135.0,-56.5,2.0,28.8,2629,A,"TUN,35.7095,10.7442,17001,135.0,-56.5,2.0,28.8,2629,A"
2930.0,35.708752,10.745285,17059.0,134.1,-56.5,2.0,27.9,2673,A,"TUN,35.7088,10.7453,17059,134.1,-56.5,2.0,27.9,2673,A"
2940.0,35.708207,10.746381,17117.0,133.1,-56.5,2.0,28.0,2728,A,"TUN,35.7082,10.7464,17117,133.1,-56.5,2.0,28.0,2728,A"
2950.0,35.707499,10.747438,17175.0,132.2,-56.5,2.0,27.6,2776,A,"TUN,35.7075,10.7474,17175,132.2,-56.5,2.0,27.6,2776,A"
2960.0,35.706893,10.748458,17233.0,131.3,-56.5,2.0,28.5,2838,A,"TUN,35.7069,10.7485,17233,131.3,-56.5,2.0,28.5,2838,A"
2970.0,35.70628,10.749706,17291.0,130.4,-56.5,2.0,28.3,2892,A,"TUN,35.7063,10.7497,17291,130.4,-56.5,2.0,28.3,2892,A"
2980.0,35.705694,10.750715,17349.0,129.5,-56.5,2.0,28.1,2943,A,"TUN,35.7057,10.7507,17349,129.5,-56.5,2.0,28.1,2943,A"
2990.0,35.705024,10.751697,17407.0,128.6,-56.5,2.0,27.6,2990,A,"TUN,35.7050,10.7517,17407,128.6,-56.5,2.0,27.6,2990,A"
3000.0,35.704439,10.752807,17465.0,127.8,-56.5,2.0,28.1,3051,A,"TUN,35.7044,10.7528,17465,127.8,-56.5,2.0,28.1,3051,A"
3010.0,35.703784,10.753865,17523.0,126.9,-56.5,2.0,27.7,3099,A,"TUN,35.7038,10.7539,17523,126.9,-56.5,2.0,27.7,3099,A"
3020.0,35.703101,10.754947,17581.0,126.0,-56.5,2.0,28.4,3160,A,"TUN,35.7031,10.7549,17581,126.0,-56.5,2.0,28.4,3160,A"
3030.0,35.702427,10.755865,17639.0,125.1,-56.5,2.0,28.2,3209,A,"TUN,35.7024,10.7559,17639,125.1,-56.5,2.0,28.2,3209,A"
3040.0,35.701704,10.756835,17697.0,124.3,-56.5,2.0,28.0,3260,A,"TUN,35.7017,10.7568,17697,124.3,-56.5,2.0,28.0,3260,A"
3050.0,35.701059,10.75767,17755.0,123.4,-56.5,2.0,27.3,3303,A,"TUN,35.7011,10.7577,17755,123.4,-56.5,2.0,27.3,3303,A"
3060.0,35.700398,10.758531,17813.0,122.6,-56.5,2.0,27.7,3359,A,"TUN,35.7004,10.7585,17813,122.6,-56.5,2.0,27.7,3359,A"
3070.0,35.69974,10.75935,17871.0,121.8,-56.5,2.0,28.2,3416,A,"TUN,35.6997,10.7593,17871,121.8,-56.5,2.0,28.2,3416,A"
3080.0,35.699121,10.76025,17929.0,120.9,-56.5,2.0,28.4,3470,A,"TUN,35.6991,10.7602,17929,120.9,-56.5,2.0,28.4,3470,A"
3090.0,35.698388,10.761135,17987.0,120.1,-56.5,2.0,28.3,3520,A,"TUN,35.6984,10.7611,17987,120.1,-56.5,2.0,28.3,3520,A"
3100.0,35.697659,10.761891,18045.0,119.3,-56.5,2.0,27.5,3562,A,"TUN,35.6977,10.7619,18045,119.3,-56.5,2.0,27.5,3562,A"
3110.0,35.696968,10.762701,18103.0,118.4,-56.5,2.0,28.1,3619,A,"TUN,35.6970,10.7627,18103,118.4,-56.5,2.0,28.1,3619,A"
3120.0,35.696273,10.763552,18161.0,117.6,-56.5,2.0,28.3,3672,A,"TUN,35.6963,10.7636,18161,117.6,-56.5,2.0,28.3,3672,A"
3130.0,35.695565,10.764391,18219.0,116.8,-56.5,2.0,27.5,3715,A,"TUN,35.6956,10.7644,18219,116.8,-56.5,2.0,27.5,3715,A"
3140.0,35.694825,10.765089,18277.0,116.0,-56.5,2.0,28.0,3770,A,"TUN,35.6948,10.7651,18277,116.0,-56.5,2.0,28.0,3770,A"
3150.0,35.694226,10.765908,18335.0,115.2,-56.5,2.0,28.1,3824,A,"TUN,35.6942,10.7659,18335,115.2,-56.5,2.0,28.1,3824,A"
3160.0,35.693373,10.766576,18393.0,114.4,-56.5,2.0,27.9,3869,A,"TUN,35.6934,10.7666,18393,114.4,-56.5,2.0,27.9,3869,A"
3170.0,35.692731,10.767371,18451.0,113.7,-56.5,2.0,27.4,3917,A,"TUN,35.6927,10.7674,18451,113.7,-56.5,2.0,27.4,3917,A"
3180.0,35.692032,10.76808,18509.0,112.9,-56.5,2.0,27.9,3972,A,"TUN,35.6920,10.7681,18509,112.9,-56.5,2.0,27.9,3972,A"
3190.0,35.691352,10.768814,18567.0,112.1,-56.5,2.0,27.9,4023,A,"TUN,35.6914,10.7688,18567,112.1,-56.5,2.0,27.9,4023,A"
3200.0,35.690595,10.769482,18625.0,111.3,-56.5,2.0,28.0,4072,A,"TUN,35.6906,10.7695,18625,111.3,-56.5,2.0,28.0,4072,A"
3210.0,35.68991,10.770059,18683.0,110.6,-56.5,2.0,27.8,4121,A,"TUN,35.6899,10.7701,18683,110.6,-56.5,2.0,27.8,4121,A"
3220.0,35.689109,10.770755,18741.0,109.8,-56.5,2.0,27.9,4171,A,"TUN,35.6891,10.7708,18741,109.8,-56.5,2.0,27.9,4171,A"
3230.0,35.688403,10.771374,18799.0,109.1,-56.5,2.0,28.0,4222,A,"TUN,35.6884,10.7714,18799,109.1,-56.5,2.0,28.0,4222,A"
3240.0,35.687708,10.772079,18857.0,108.3,-56.5,2.0,28.1,4273,A,"TUN,35.6877,10.7721,18857,108.3,-56.5,2.0,28.1,4273,A"
3250.0,35.686991,10.772691,18915.0,107.6,-56.5,2.0,27.9,4320,A,"TUN,35.6870,10.7727,18915,107.6,-56.5,2.0,27.9,4320,A"
3260.0,35.686208,10.773326,18973.0,106.8,-56.5,2.0,27.9,4370,A,"TUN,35.6862,10.7733,18973,106.8,-56.5,2.0,27.9,4370,A"
3270.0,35.685457,10.773983,19031.0,106.1,-56.5,2.0,28.0,4420,A,"TUN,35.6855,10.7740,19031,106.1,-56.5,2.0,28.0,4420,A"
3280.0,35.684709,10.774524,19089.0,105.4,-56.5,2.0,27.4,4464,A,"TUN,35.6847,10.7745,19089,105.4,-56.5,2.0,27.4,4464,A"
3290.0,35.684019,10.775017,19147.0,104.7,-56.5,2.0,28.1,4520,A,"TUN,35.6840,10.7750,19147,104.7,-56.5,2.0,28.1,4520,A"
3300.0,35.683267,10.775572,19205.0,103.9,-56.5,2.0,28.0,4566,A,"TUN,35.6833,10.7756,19205,103.9,-56.5,2.0,28.0,4566,A"
3310.0,35.682613,10.776023,19263.0,103.2,-56.5,2.0,28.0,4616,A,"TUN,35.6826,10.7760,19263,103.2,-56.5,2.0,28.0,4616,A"
3320.0,35.681939,10.776493,19321.0,102.5,-56.5,2.0,28.3,4667,A,"TUN,35.6819,10.7765,19321,102.5,-56.5,2.0,28.3,4667,A"
3330.0,35.681267,10.777027,19379.0,101.8,-56.5,2.0,27.4,4708,A,"TUN,35.6813,10.7770,19379,101.8,-56.5,2.0,27.4,4708,A"
3340.0,35.680608,10.777416,19437.0,101.1,-56.5,2.0,27.4,4757,A,"TUN,35.6806,10.7774,19437,101.1,-56.5,2.0,27.4,4757,A"
3350.0,35.679972,10.777944,19495.0,100.4,-56.5,2.0,28.1,4813,A,"TUN,35.6800,10.7779,19495,100.4,-56.5,2.0,28.1,4813,A"
3360.0,35.679236,10.778362,19553.0,99.7,-56.5,2.0,28.0,4860,A,"TUN,35.6792,10.7784,19553,99.7,-56.5,2.0,28.0,4860,A"
3370.0,35.678584,10.778804,19611.0,99.1,-56.5,2.0,28.1,4911,A,"TUN,35.6786,10.7788,19611,99.1,-56.5,2.0,28.1,4911,A"
